"Cmdlet","RuleName","Message"
"Set-AzDataFactoryV2IntegrationRuntime","Capitalization Conventions","""Set-AzDataFactoryV2IntegrationRuntime"" doesn't follow the Capitalization Conventions."
"Set-AzDataFactoryV2LinkedService","Capitalization Conventions","""Set-AzDataFactoryV2LinkedService"" doesn't follow the Capitalization Conventions."
"Set-AzDataFactoryV2Pipeline","Capitalization Conventions","""Set-AzDataFactoryV2Pipeline"" doesn't follow the Capitalization Conventions."
"Set-AzDataFactoryV2Trigger","Capitalization Conventions","""Set-AzDataFactoryV2Trigger"" doesn't follow the Capitalization Conventions."
"Start-AzDataFactoryV2DataFlowDebugSession","Capitalization Conventions","""Start-AzDataFactoryV2DataFlowDebugSession"" doesn't follow the Capitalization Conventions."
"Start-AzDataFactoryV2IntegrationRuntime","TerminatorExpectedAtEndOfString","The string is missing the terminator: '."
"Start-AzDataFactoryV2IntegrationRuntime","Capitalization Conventions","""Start-AzDataFactoryV2IntegrationRuntime"" doesn't follow the Capitalization Conventions."
"Start-AzDataFactoryV2Trigger","Capitalization Conventions","""Start-AzDataFactoryV2Trigger"" doesn't follow the Capitalization Conventions."
"Stop-AzDataFactoryV2DataFlowDebugSession","Capitalization Conventions","""Stop-AzDataFactoryV2DataFlowDebugSession"" doesn't follow the Capitalization Conventions."
"Stop-AzDataFactoryV2IntegrationRuntime","Capitalization Conventions","""Stop-AzDataFactoryV2IntegrationRuntime"" doesn't follow the Capitalization Conventions."
"Stop-AzDataFactoryV2PipelineRun","Capitalization Conventions","""Stop-AzDataFactoryV2PipelineRun"" doesn't follow the Capitalization Conventions."
"Stop-AzDataFactoryV2Trigger","Capitalization Conventions","""Stop-AzDataFactoryV2Trigger"" doesn't follow the Capitalization Conventions."
"Stop-AzDataFactoryV2TriggerRun","Capitalization Conventions","""Stop-AzDataFactoryV2TriggerRun"" doesn't follow the Capitalization Conventions."
"Sync-AzDataFactoryV2IntegrationRuntimeCredential","Capitalization Conventions","""Sync-AzDataFactoryV2IntegrationRuntimeCredential"" doesn't follow the Capitalization Conventions."
"Update-AzDataFactoryV2","Capitalization Conventions","""Update-AzDataFactoryV2"" doesn't follow the Capitalization Conventions."
"Update-AzDataFactoryV2IntegrationRuntime","Capitalization Conventions","""Update-AzDataFactoryV2IntegrationRuntime"" doesn't follow the Capitalization Conventions."
"Update-AzDataFactoryV2IntegrationRuntime","Incorrect ParameterType","""Update-AzDataFactoryV2IntegrationRuntime -AutoUpdateDelayOffset $ts"" is not an expected parameter type."
"Update-AzDataFactoryV2IntegrationRuntimeNode","Capitalization Conventions","""Update-AzDataFactoryV2IntegrationRuntimeNode"" doesn't follow the Capitalization Conventions."
"Get-AzDataLakeAnalyticsCatalogItem","Invalid ParameterName","""Get-AzDataLakeAnalyticsDataSource -ItemType"" is not a valid parameter name."
"Get-AzDataLakeAnalyticsCatalogItem","Invalid ParameterName","""Get-AzDataLakeAnalyticsDataSource -Path"" is not a valid parameter name."
"Get-AzDataLakeAnalyticsDataSource","Invalid ParameterName","""Get-AzDataLakeAnalyticsDataSource -DataSource"" is not a valid parameter name."
"Get-AzDataLakeAnalyticsJob","Unassigned Variable","""Get-AzDataLakeAnalyticsJob -JobId $JobID01 is a null-valued parameter value."""
"Get-AzDataLakeAnalyticsJob","Incorrect ParameterType","""Get-AzDataLakeAnalyticsJob -SubmittedAfter (Get-Date).AddDays(-7)"" is not an expected parameter type."
"Remove-AzDataLakeAnalyticsCatalogItemAclEntry","Incorrect ParameterType","""Remove-AzDataLakeAnalyticsCatalogItemAclEntry -ObjectId (Get-AzADUser -Mail ""PattiFuller@contoso.com"").Id"" is not an expected parameter type."
"Remove-AzDataLakeAnalyticsCatalogItemAclEntry","Incorrect ParameterType","""Remove-AzDataLakeAnalyticsCatalogItemAclEntry -ObjectId (Get-AzADUser -Mail ""PattiFuller@contoso.com"").Id"" is not an expected parameter type."
"Set-AzDataLakeAnalyticsAccount","Invalid ParameterName","""Set-AzDataLakeAnalyticsAccount -DefaultDataLakeStore"" is not a valid parameter name."
"Set-AzDataLakeAnalyticsAccount","Invalid ParameterName","""Set-AzDataLakeAnalyticsAccount -Tags"" is not a valid parameter name."
"Set-AzDataLakeAnalyticsCatalogCredential","Invalid ParameterName","""Set-AzDataLakeAnalyticsCatalogCredential -Host"" is not a valid parameter name."
"Set-AzDataLakeAnalyticsCatalogItemAclEntry","Incorrect ParameterType","""Set-AzDataLakeAnalyticsCatalogItemAclEntry -ObjectId (Get-AzADUser -Mail ""PattiFuller@contoso.com"").Id"" is not an expected parameter type."
"Set-AzDataLakeAnalyticsCatalogItemAclEntry","Incorrect ParameterType","""Set-AzDataLakeAnalyticsCatalogItemAclEntry -ObjectId (Get-AzADUser -Mail ""PattiFuller@contoso.com"").Id"" is not an expected parameter type."
"Stop-AzDataLakeAnalyticsJob","Incorrect ParameterType","""Stop-AzDataLakeAnalyticsJob -JobId ""a0a78d72-3fa8-4564-9b18-6becb3fda48a"""" is not an expected parameter type."
"Submit-AzDataLakeAnalyticsJob","Unassigned Variable","""Submit-AzDataLakeAnalyticsJob -ScriptPath $LocalScriptPath is a null-valued parameter value."""
"Submit-AzDataLakeAnalyticsJob","Unassigned Variable","""Submit-AzDataLakeAnalyticsJob -ScriptPath $LocalScriptPath is a null-valued parameter value."""
"Submit-AzDataLakeAnalyticsJob","Incorrect ParameterType","""Submit-AzDataLakeAnalyticsJob -ScriptParameter $parameters"" is not an expected parameter type."
"Test-AzDataLakeAnalyticsCatalogItem","Incorrect ParameterType","""Test-AzDataLakeAnalyticsCatalogItem -Path ""databaseName.schemaName"""" is not an expected parameter type."
"Wait-AzDataLakeAnalyticsJob","Incorrect ParameterType","""Wait-AzDataLakeAnalyticsJob -JobId ""a0a78d72-3fa8-4564-9b18-6becb3fda48a"""" is not an expected parameter type."
"Export-AzDataLakeStoreChildItemProperty","Incorrect ParameterType","""Set-AzDataLakeStoreItemAcl -Acl $newFullAcl"" is not an expected parameter type."
"Get-AzDataLakeStoreChildItem","Incorrect ParameterType","""Get-AzDataLakeStoreChildItem -Path ""/MyFiles/"""" is not an expected parameter type."
"Get-AzDataLakeStoreItem","Incorrect ParameterType","""Get-AzDataLakeStoreItem -Path ""/MyFiles/Test.csv"""" is not an expected parameter type."
"Get-AzDataLakeStoreItemAclEntry","Incorrect ParameterType","""Get-AzDataLakeStoreItemAclEntry -Path '/'"" is not an expected parameter type."
"Get-AzDataLakeStoreItemContent","Incorrect ParameterType","""Get-AzDataLakeStoreItemContent -Path ""/MyFile.txt"""" is not an expected parameter type."
"Get-AzDataLakeStoreItemContent","Incorrect ParameterType","""Get-AzDataLakeStoreItemContent -Path ""/MyFile.txt"""" is not an expected parameter type."
"Get-AzDataLakeStoreItemPermission","Incorrect ParameterType","""Get-AzDataLakeStoreItemPermission -Path ""/file.txt"""" is not an expected parameter type."
"Import-AzDataLakeStoreItem","Incorrect ParameterType","""Import-AzDataLakeStoreItem -Destination ""/MyFiles/File.csv"""" is not an expected parameter type."
"Join-AzDataLakeStoreItem","Incorrect ParameterType","""Join-AzDataLakeStoreItem -Paths ""/MyFiles/File01.txt"",""/MyFiles/File02.txt"""" is not an expected parameter type."
"Join-AzDataLakeStoreItem","Incorrect ParameterType","""Join-AzDataLakeStoreItem -Destination ""/MyFiles/CombinedFile.txt"""" is not an expected parameter type."
"Move-AzDataLakeStoreItem","Incorrect ParameterType","""Move-AzDataLakeStoreItem -Path ""/Original/Path/File.txt"""" is not an expected parameter type."
"Move-AzDataLakeStoreItem","Incorrect ParameterType","""Move-AzDataLakeStoreItem -Destination ""/New/Path/RenamedFile.txt"""" is not an expected parameter type."
"New-AzDataLakeStoreItem","Incorrect ParameterType","""New-AzDataLakeStoreItem -Path ""/NewFile.txt"""" is not an expected parameter type."
"New-AzDataLakeStoreItem","Incorrect ParameterType","""New-AzDataLakeStoreItem -Path ""/NewFolder"""" is not an expected parameter type."
"Remove-AzDataLakeStoreItem","Incorrect ParameterType","""Remove-AzDataLakeStoreItem -Paths ""/File01.txt"",""/MyFiles/File.csv"""" is not an expected parameter type."
"Remove-AzDataLakeStoreItemAcl","Incorrect ParameterType","""Remove-AzDataLakeStoreItemAcl -Path ""/"""" is not an expected parameter type."
"Remove-AzDataLakeStoreItemAclEntry","Incorrect ParameterType","""Remove-AzDataLakeStoreItemAclEntry -Id (Get-AzADUser -Mail ""PattiFuller@contoso.com"").ObjectId"" is not an expected parameter type."
"Remove-AzDataLakeStoreItemAclEntry","Incorrect ParameterType","""Remove-AzDataLakeStoreItemAclEntry -Id (Get-AzADUser -Mail ""PattiFuller@contoso.com"").ObjectId"" is not an expected parameter type."
"Remove-AzDataLakeStoreItemAclEntry","Incorrect ParameterType","""Remove-AzDataLakeStoreItemAclEntry -Acl $newFullAcl"" is not an expected parameter type."
"Restore-AzDataLakeStoreDeletedItem","Capitalization Conventions","""Restore-azdatalakestoredeleteditem"" doesn't follow the Capitalization Conventions."
"Set-AzDataLakeStoreAccount","Invalid ParameterName","""Set-AzDataLakeStoreAccount -Tags"" is not a valid parameter name."
"Set-AzDataLakeStoreItemAcl","Incorrect ParameterType","""Set-AzDataLakeStoreItemAcl -Path ""/MyFiles/Test.txt"""" is not an expected parameter type."
"Set-AzDataLakeStoreItemAcl","Incorrect ParameterType","""Set-AzDataLakeStoreItemAcl -Acl $ACL"" is not an expected parameter type."
"Set-AzDataLakeStoreItemAcl","Incorrect ParameterType","""Set-AzDataLakeStoreItemAcl -Path ""/Folder2"""" is not an expected parameter type."
"Set-AzDataLakeStoreItemAcl","Incorrect ParameterType","""Set-AzDataLakeStoreItemAcl -Acl $ACL"" is not an expected parameter type."
"Set-AzDataLakeStoreItemAclEntry","Incorrect ParameterType","""Set-AzDataLakeStoreItemAclEntry -Id (Get-AzADUser -Mail ""PattiFuller@contoso.com"").ObjectId"" is not an expected parameter type."
"Set-AzDataLakeStoreItemAclEntry","Incorrect ParameterType","""Set-AzDataLakeStoreItemAclEntry -Id (Get-AzADUser -Mail ""PattiFuller@contoso.com"").ObjectId"" is not an expected parameter type."
"Set-AzDataLakeStoreItemAclEntry","Incorrect ParameterType","""Set-AzDataLakeStoreItemAclEntry -Acl $newFullAcl"" is not an expected parameter type."
"Set-AzDataLakeStoreItemExpiry","Incorrect ParameterType","""Set-AzDataLakeStoreItemExpiry -Expiration [DateTimeOffset]::Now.AddHours"" is not an expected parameter type."
"Set-AzDataLakeStoreItemExpiry","Unknown ParameterName","""Set-AzDataLakeStoreItemExpiry (2)"" is not explicitly assigned to a parameter."
"Set-AzDataLakeStoreItemExpiry","Alias","""Set-AdlStoreItemExpiry"" is an alias of ""Set-AzDataLakeStoreItemExpiry""."
"Set-AzDataLakeStoreItemExpiry","Alias","""Set-AdlStoreItemExpiry"" is an alias of ""Set-AzDataLakeStoreItemExpiry""."
"Set-AzDataLakeStoreItemOwner","Incorrect ParameterType","""Set-AzDataLakeStoreItemOwner -Id (Get-AzADUser -Mail ""PattiFuller@contoso.com"").ObjectId"" is not an expected parameter type."
"Set-AzDataLakeStoreItemPermission","Incorrect ParameterType","""Set-AzDataLakeStoreItemPermission -Path ""/file.txt"""" is not an expected parameter type."
"Test-AzDataLakeStoreItem","Incorrect ParameterType","""Test-AzDataLakeStoreItem -Path ""/MyFiles/Test.csv"""" is not an expected parameter type."
"Test-AzDataLakeStoreItem","Incorrect ParameterType","""Test-AzDataLakeStoreItem -Path '/MyFiles/Test.csv'"" is not an expected parameter type."
"Get-AzDataMigrationProject","Invalid ParameterName","""Get-AzDataMigrationProject -ResourceGroup"" is not a valid parameter name."
"Get-AzDataMigrationProject","Unassigned Variable","""Get-AzDataMigrationProject -InputObject $myService is a null-valued parameter value."""
"Get-AzDataMigrationSqlService","Invalid Cmdlet","""Get-AzDataMigrationSqlService"" is not a valid command name."
"Get-AzDataMigrationSqlServiceIntegrationRuntimeMetric","Alias","""Select"" is an alias of """"."
"Get-AzDataMigrationSqlServiceIntegrationRuntimeMetric","Invalid Cmdlet","""default-ir"" is not a valid command name."
"Get-AzDataMigrationSqlServiceIntegrationRuntimeMetric","Invalid Cmdlet","""WIN-AKLAB"" is not a valid command name."
"Get-AzDataMigrationSqlServiceIntegrationRuntimeMetric","Invalid ParameterName","""Get-AzDataMigrationSqlServiceIntegrationRuntimeMetric -SqlMigrationService"" is not a valid parameter name."
"Invoke-AzDataMigrationCommand","Unassigned Variable","""Invoke-AzDataMigrationCommand -ResourceGroupName $rg.ResourceGroupName is a null-valued parameter value."""
"Invoke-AzDataMigrationCommand","Unassigned Variable","""Invoke-AzDataMigrationCommand -ServiceName $service.Name is a null-valued parameter value."""
"Invoke-AzDataMigrationCommand","Unassigned Parameter","""Invoke-AzDataMigrationCommand -ProjectName"" must be assigned with a value."
"Invoke-AzDataMigrationCommand","Unassigned Variable","""Invoke-AzDataMigrationCommand -TaskName $taskName is a null-valued parameter value."""
"Invoke-AzDataMigrationCommand","Invalid ParameterName","""Invoke-AzDataMigrationCommand -DatabaseName"" is not a valid parameter name."
"Invoke-AzDataMigrationCutoverToSqlManagedInstance","Incorrect ParameterType","""Invoke-AzDataMigrationCutoverToSqlManagedInstance -MigrationOperationId $miMigration.MigrationOperationId"" is not an expected parameter type."
"Invoke-AzDataMigrationCutoverToSqlManagedInstance","Incorrect ParameterType","""Get-AzDataMigrationToSqlManagedInstance -InputObject $miMigration"" is not an expected parameter type."
"Invoke-AzDataMigrationCutoverToSqlVM","Incorrect ParameterType","""Invoke-AzDataMigrationCutoverToSqlVM -MigrationOperationId $vmMigration.MigrationOperationId"" is not an expected parameter type."
"Invoke-AzDataMigrationCutoverToSqlVM","Incorrect ParameterType","""Get-AzDataMigrationToSqlVM -InputObject $vmMigration"" is not an expected parameter type."
"New-AzDataMigrationAzureActiveDirectoryApp","Alias","""New-AzDmsAadApp"" is an alias of ""New-AzDataMigrationAzureActiveDirectoryApp""."
"New-AzDataMigrationConnectionInfo","Alias","""New-AzDmsConnInfo"" is an alias of ""New-AzDataMigrationConnectionInfo""."
"New-AzDataMigrationConnectionInfo","Invalid ParameterName","""New-AzDmsConnInfo -DataSource"" is not a valid parameter name."
"New-AzDataMigrationConnectionInfo","Invalid ParameterName","""New-AzDmsConnInfo -AuthType"" is not a valid parameter name."
"New-AzDataMigrationConnectionInfo","Invalid ParameterName","""New-AzDmsConnInfo -TrustServerCertificate"" is not a valid parameter name."
"New-AzDataMigrationFileShare","Alias","""New-AzDmsFileShare"" is an alias of ""New-AzDataMigrationFileShare""."
"New-AzDataMigrationFileShare","Unassigned Variable","""New-AzDmsFileShare -Path $fileSharePath is a null-valued parameter value."""
"New-AzDataMigrationFileShare","Unassigned Variable","""New-AzDmsFileShare -Credential $fileShareCred is a null-valued parameter value."""
"New-AzDataMigrationMongoDbDatabaseSetting","Incorrect ParameterType","""New-AzDataMigrationMongoDbDatabaseSetting -CollectionSetting @($coll1, $coll2)"" is not an expected parameter type."
"New-AzDataMigrationProject","Unassigned Variable","""New-AzDataMigrationProject -SourceConnection $sourceConnInfo is a null-valued parameter value."""
"New-AzDataMigrationProject","Unassigned Variable","""New-AzDataMigrationProject -TargetConnection $targetConnInfo is a null-valued parameter value."""
"New-AzDataMigrationProject","Unassigned Variable","""New-AzDataMigrationProject -DatabaseInfo $dbList is a null-valued parameter value."""
"New-AzDataMigrationSelectedDBObject","Alias","""New-AzDataMigrationSelectedDB"" is an alias of ""New-AzDataMigrationSelectedDBObject""."
"New-AzDataMigrationSelectedDBObject","Unassigned Variable","""New-AzDataMigrationSelectedDB -TableMap $tableMap is a null-valued parameter value."""
"New-AzDataMigrationSelectedDBObject","Alias","""New-AzDataMigrationSelectedDB"" is an alias of """"."
"New-AzDataMigrationSelectedDBObject","Unassigned Variable","""New-AzDataMigrationSelectedDB -BackupFileShare $backupFileShare is a null-valued parameter value."""
"New-AzDataMigrationService","Unassigned Variable","""New-AzDataMigrationService -VirtualSubnetId $virtualSubNetId is a null-valued parameter value."""
"New-AzDataMigrationSyncSelectedDBObject","Alias","""New-AzDmsSyncSelectedDBObject"" is an alias of ""New-AzDataMigrationSyncSelectedDBObject""."
"New-AzDataMigrationTask","Alias","""New-AzDmsTask"" is an alias of ""New-AzDataMigrationTask""."
"New-AzDataMigrationTask","Invalid ParameterName","""New-AzDmsTask -SourceConnection"" is not a valid parameter name."
"New-AzDataMigrationTask","Invalid ParameterName","""New-AzDmsTask -SourceCred"" is not a valid parameter name."
"New-AzDataMigrationTask","Invalid ParameterName","""New-AzDmsTask -TargetConnection"" is not a valid parameter name."
"New-AzDataMigrationTask","Invalid ParameterName","""New-AzDmsTask -TargetCred"" is not a valid parameter name."
"New-AzDataMigrationTask","Invalid ParameterName","""New-AzDmsTask -SelectedDatabase"" is not a valid parameter name."
"New-AzDataMigrationTask","Invalid ParameterName","""New-AzDmsTask -MigrationValidation"" is not a valid parameter name."
"Register-AzDataMigrationIntegrationRuntime","Invalid Cmdlet","""Get-AzDataMigrationSqlMigrationServiceAuthKey"" is not a valid command name."
"Register-AzDataMigrationIntegrationRuntime","Invalid Cmdlet","""Get-AzDataMigrationSqlMigrationServiceAuthKey"" is not a valid command name."
"Remove-AzDataMigrationProject","Unassigned Variable","""Remove-AzDataMigrationProject -InputObject $myDMSProject is a null-valued parameter value."""
"Remove-AzDataMigrationSqlServiceNode","Alias","""Select"" is an alias of ""Select-Object""."
"Remove-AzDataMigrationSqlServiceNode","Invalid Cmdlet","""default-ir"" is not a valid command name."
"Remove-AzDataMigrationTask","Unassigned Variable","""Remove-AzDataMigrationTask -InputObject $TestTask is a null-valued parameter value."""
"Start-AzDataMigrationService","Invalid Cmdlet","""Start-AzDataMigrationService"" is not a valid command name."
"Start-AzDataMigrationService","Unassigned Variable","""Start-AzDataMigrationService -InputObject $TestService is a null-valued parameter value."""
"Stop-AzDataMigrationService","Unassigned Variable","""Stop-AzDataMigrationService -InputObject $TestService is a null-valued parameter value."""
"Stop-AzDataMigrationTask","Unassigned Variable","""Stop-AzDataMigrationTask -InputObject $MyDMSTask is a null-valued parameter value."""
"Stop-AzDataMigrationToSqlManagedInstance","Incorrect ParameterType","""Stop-AzDataMigrationToSqlManagedInstance -MigrationOperationId $miMigration.MigrationOperationId"" is not an expected parameter type."
"Stop-AzDataMigrationToSqlManagedInstance","Incorrect ParameterType","""Get-AzDataMigrationToSqlManagedInstance -InputObject $miMigration"" is not an expected parameter type."
"Stop-AzDataMigrationToSqlVM","Incorrect ParameterType","""Stop-AzDataMigrationToSqlVM -MigrationOperationId $vmMigration.MigrationOperationId"" is not an expected parameter type."
"Stop-AzDataMigrationToSqlVM","Incorrect ParameterType","""Get-AzDataMigrationToSqlVM -InputObject $vmMigration"" is not an expected parameter type."
"Update-AzDataMigrationSqlService","Incorrect ParameterType","""Update-AzDataMigrationSqlService -InputObject $mySqlMS"" is not an expected parameter type."
"Backup-AzDataProtectionBackupInstanceAdhoc","Incorrect ParameterType","""Backup-AzDataProtectionBackupInstanceAdhoc -BackupInstanceName $instance.Name"" is not an expected parameter type."
"Backup-AzDataProtectionBackupInstanceAdhoc","Alias","""where"" is an alias of ""Where-Object""."
"Backup-AzDataProtectionBackupInstanceAdhoc","Unassigned Variable","""Get-AzDataProtectionBackupPolicy -SubscriptionId $sub is a null-valued parameter value."""
"Backup-AzDataProtectionBackupInstanceAdhoc","Incorrect ParameterType","""Backup-AzDataProtectionBackupInstanceAdhoc -BackupInstanceName $instance.Name"" is not an expected parameter type."
"Backup-AzDataProtectionBackupInstanceAdhoc","Incorrect ParameterType","""Backup-AzDataProtectionBackupInstanceAdhoc -BackupRuleOptionRuleName $policy.Property.PolicyRule[0].Name"" is not an expected parameter type."
"Backup-AzDataProtectionBackupInstanceAdhoc","Incorrect ParameterType","""Backup-AzDataProtectionBackupInstanceAdhoc -TriggerOptionRetentionTagOverride $policy.Property.PolicyRule[0].Trigger.TaggingCriterion[0].TagInfoTagName"" is not an expected parameter type."
"Edit-AzDataProtectionPolicyRetentionRuleClientObject","Incorrect ParameterType","""Edit-AzDataProtectionPolicyRetentionRuleClientObject -LifeCycles $lifecycle"" is not an expected parameter type."
"Edit-AzDataProtectionPolicyRetentionRuleClientObject","Unassigned Variable","""Edit-AzDataProtectionPolicyRetentionRuleClientObject -IsDefault $false is a null-valued parameter value."""
"Edit-AzDataProtectionPolicyRetentionRuleClientObject","Unassigned Variable","""Edit-AzDataProtectionPolicyRetentionRuleClientObject -Policy $pol is a null-valued parameter value."""
"Edit-AzDataProtectionPolicyTagClientObject","Unassigned Variable","""Edit-AzDataProtectionPolicyTagClientObject -Policy $pol is a null-valued parameter value."""
"Edit-AzDataProtectionPolicyTagClientObject","Incorrect ParameterType","""Edit-AzDataProtectionPolicyTagClientObject -Criteria $criteria"" is not an expected parameter type."
"Edit-AzDataProtectionPolicyTagClientObject","Unassigned Variable","""Edit-AzDataProtectionPolicyTagClientObject -Policy $pol is a null-valued parameter value."""
"Edit-AzDataProtectionPolicyTriggerClientObject","Capitalization Conventions","""get-date"" doesn't follow the Capitalization Conventions."
"Edit-AzDataProtectionPolicyTriggerClientObject","Incorrect ParameterType","""New-AzDataProtectionPolicyTriggerScheduleClientObject -ScheduleDays (get-date)"" is not an expected parameter type."
"Edit-AzDataProtectionPolicyTriggerClientObject","Unassigned Variable","""Edit-AzDataProtectionPolicyTriggerClientObject -Policy $pol is a null-valued parameter value."""
"Find-AzDataProtectionRestorableTimeRange","Alias","""fl"" is an alias of ""Format-List""."
"Find-AzDataProtectionRestorableTimeRange","Incorrect ParameterType","""Find-AzDataProtectionRestorableTimeRange -BackupInstanceName $instances[0].BackupInstanceName"" is not an expected parameter type."
"Get-AzDataProtectionRecoveryPoint","Incorrect ParameterType","""Get-AzDataProtectionRecoveryPoint -BackupInstanceName $instance[2].Name"" is not an expected parameter type."
"Get-AzDataProtectionRecoveryPoint","Incorrect ParameterType","""Get-AzDataProtectionRecoveryPoint -BackupInstanceName $instance[2].Name"" is not an expected parameter type."
"Initialize-AzDataProtectionBackupInstance","Incorrect ParameterType","""Initialize-AzDataProtectionBackupInstance -PolicyId $policy[0].Id"" is not an expected parameter type."
"Initialize-AzDataProtectionRestoreRequest","Incorrect ParameterType","""Get-AzDataProtectionRecoveryPoint -BackupInstanceName $instance.Name"" is not an expected parameter type."
"Initialize-AzDataProtectionRestoreRequest","Incorrect ParameterType","""Find-AzDataProtectionRestorableTimeRange -BackupInstanceName $instance[0].BackupInstanceName"" is not an expected parameter type."
"Initialize-AzDataProtectionRestoreRequest","Unassigned Variable","""Initialize-AzDataProtectionRestoreRequest -RestoreLocation $vault.Location is a null-valued parameter value."""
"Initialize-AzDataProtectionRestoreRequest","Incorrect ParameterType","""Initialize-AzDataProtectionRestoreRequest -BackupInstance $instance[0]"" is not an expected parameter type."
"Initialize-AzDataProtectionRestoreRequest","Incorrect ParameterType","""Initialize-AzDataProtectionRestoreRequest -PointInTime (Get-Date -Date $pointInTimeRange.RestorableTimeRange.EndTime)"" is not an expected parameter type."
"Initialize-AzDataProtectionRestoreRequest","Incorrect ParameterType","""Get-Date -Date $pointInTimeRange.RestorableTimeRange.EndTime"" is not an expected parameter type."
"Initialize-AzDataProtectionRestoreRequest","Incorrect ParameterType","""Find-AzDataProtectionRestorableTimeRange -BackupInstanceName $instance[0].BackupInstanceName"" is not an expected parameter type."
"Initialize-AzDataProtectionRestoreRequest","Unassigned Variable","""Initialize-AzDataProtectionRestoreRequest -RestoreLocation $vault.Location is a null-valued parameter value."""
"Initialize-AzDataProtectionRestoreRequest","Unassigned Variable","""Initialize-AzDataProtectionRestoreRequest -BackupInstance $instances[0] is a null-valued parameter value."""
"Initialize-AzDataProtectionRestoreRequest","Incorrect ParameterType","""Initialize-AzDataProtectionRestoreRequest -PointInTime (Get-Date).AddDays(-1)"" is not an expected parameter type."
"Initialize-AzDataProtectionRestoreRequest","Incorrect ParameterType","""Find-AzDataProtectionRestorableTimeRange -BackupInstanceName $instance[0].BackupInstanceName"" is not an expected parameter type."
"Initialize-AzDataProtectionRestoreRequest","Unassigned Variable","""Initialize-AzDataProtectionRestoreRequest -RestoreLocation $vault.Location is a null-valued parameter value."""
"Initialize-AzDataProtectionRestoreRequest","Unassigned Variable","""Initialize-AzDataProtectionRestoreRequest -BackupInstance $instances[0] is a null-valued parameter value."""
"Initialize-AzDataProtectionRestoreRequest","Incorrect ParameterType","""Initialize-AzDataProtectionRestoreRequest -PointInTime (Get-Date).AddDays(-1)"" is not an expected parameter type."
"New-AzDataProtectionBackupInstance","Unassigned Variable","""Initialize-AzDataProtectionBackupInstance -DatasourceLocation $vault.Location is a null-valued parameter value."""
"New-AzDataProtectionBackupInstance","Incorrect ParameterType","""Initialize-AzDataProtectionBackupInstance -PolicyId $policy.Id"" is not an expected parameter type."
"New-AzDataProtectionBackupInstance","Unassigned Variable","""Get-AzDataProtectionBackupVault -VaultName $vaultName is a null-valued parameter value."""
"New-AzDataProtectionBackupInstance","Incorrect ParameterType","""Initialize-AzDataProtectionBackupInstance -DatasourceLocation $vault.Location"" is not an expected parameter type."
"New-AzDataProtectionBackupInstance","Incorrect ParameterType","""Initialize-AzDataProtectionBackupInstance -PolicyId $policy.Id"" is not an expected parameter type."
"New-AzDataProtectionBackupPolicy","MissingEndParenthesisInSubexpression","Missing closing ')' in subexpression."
"New-AzDataProtectionBackupPolicy","Incorrect ParameterType","""Edit-AzDataProtectionPolicyRetentionRuleClientObject -LifeCycles $lifeCycleVault, $lifeCycleArchive"" is not an expected parameter type."
"New-AzDataProtectionBackupPolicy","Unassigned Variable","""Edit-AzDataProtectionPolicyRetentionRuleClientObject -IsDefault $true is a null-valued parameter value."""
"New-AzDataProtectionBackupPolicy","Incorrect ParameterType","""New-AzDataProtectionPolicyTriggerScheduleClientObject -ScheduleDays $schDates"" is not an expected parameter type."
"New-AzDataProtectionBackupPolicy","Incorrect ParameterType","""Edit-AzDataProtectionPolicyRetentionRuleClientObject -LifeCycles $lifeCycleVault, $lifeCycleArchive"" is not an expected parameter type."
"New-AzDataProtectionBackupPolicy","Unassigned Variable","""Edit-AzDataProtectionPolicyRetentionRuleClientObject -IsDefault $false is a null-valued parameter value."""
"New-AzDataProtectionBackupPolicy","Incorrect ParameterType","""Edit-AzDataProtectionPolicyTagClientObject -Criteria $tagCriteria"" is not an expected parameter type."
"New-AzDataProtectionBackupVault","Incorrect ParameterType","""New-AzDataProtectionBackupVault -StorageSetting $storagesetting"" is not an expected parameter type."
"New-AzDataProtectionPolicyTagCriteriaClientObject","Incorrect ParameterType","""New-AzDataProtectionPolicyTagCriteriaClientObject -DaysOfWeek @(""Sunday"", ""Monday"")"" is not an expected parameter type."
"New-AzDataProtectionPolicyTriggerScheduleClientObject","Capitalization Conventions","""get-date"" doesn't follow the Capitalization Conventions."
"New-AzDataProtectionPolicyTriggerScheduleClientObject","Incorrect ParameterType","""New-AzDataProtectionPolicyTriggerScheduleClientObject -ScheduleDays $date"" is not an expected parameter type."
"New-AzDataProtectionPolicyTriggerScheduleClientObject","Capitalization Conventions","""get-date"" doesn't follow the Capitalization Conventions."
"New-AzDataProtectionPolicyTriggerScheduleClientObject","Incorrect ParameterType","""New-AzDataProtectionPolicyTriggerScheduleClientObject -ScheduleDays $date"" is not an expected parameter type."
"Remove-AzDataProtectionBackupInstance","Incorrect ParameterType","""Remove-AzDataProtectionBackupInstance -Name $instance[0].name"" is not an expected parameter type."
"Remove-AzDataProtectionBackupPolicy","Incorrect ParameterType","""Remove-AzDataProtectionBackupPolicy -Name $policy[0].name"" is not an expected parameter type."
"Search-AzDataProtectionBackupInstanceInAzGraph","Invalid Cmdlet","""Search-AzDataProtectionBackupInstanceInAzGraph"" is not a valid command name."
